address	addressObj/city	addressObj/country	addressObj/postalcode	addressObj/state	addressObj/street1	addressObj/street2	ancestorLocations/0/abbreviation	ancestorLocations/0/id	ancestorLocations/0/name	ancestorLocations/0/subcategory	ancestorLocations/1/abbreviation	ancestorLocations/1/id	ancestorLocations/1/name	ancestorLocations/1/subcategory	ancestorLocations/2/abbreviation	ancestorLocations/2/id	ancestorLocations/2/name	ancestorLocations/2/subcategory	category	cuisines/0	cuisines/1	cuisines/2	cuisines/3	cuisines/4	cuisines/5	cuisines/6	cuisines/7	cuisines/8	cuisines/9	cuisines/10	cuisines/11	cuisines/12	cuisines/13	cuisines/14	cuisines/15	cuisines/16	cuisines/17	cuisines/18	cuisines/19	description	dietaryRestrictions/0	dietaryRestrictions/1	dietaryRestrictions/2	dietaryRestrictions/3	dishes/0	dishes/1	dishes/2	dishes/3	dishes/4	dishes/5	dishes/6	dishes/7	dishes/8	dishes/9	dishes/10	dishes/11	dishes/12	dishes/13	dishes/14	email	establishmentTypes/0	establishmentTypes/1	features/0	features/1	features/2	features/3	features/4	features/5	features/6	features/7	features/8	features/9	features/10	features/11	features/12	features/13	features/14	features/15	features/16	features/17	features/18	features/19	features/20	features/21	hours	hours/timezone	hours/weekRanges/0/0/close	hours/weekRanges/0/0/closeHours	hours/weekRanges/0/0/open	hours/weekRanges/0/0/openHours	hours/weekRanges/0/1/close	hours/weekRanges/0/1/closeHours	hours/weekRanges/0/1/open	hours/weekRanges/0/1/openHours	hours/weekRanges/0/2/close	hours/weekRanges/0/2/closeHours	hours/weekRanges/0/2/open	hours/weekRanges/0/2/openHours	hours/weekRanges/1/0/close	hours/weekRanges/1/0/closeHours	hours/weekRanges/1/0/open	hours/weekRanges/1/0/openHours	hours/weekRanges/1/1/close	hours/weekRanges/1/1/closeHours	hours/weekRanges/1/1/open	hours/weekRanges/1/1/openHours	hours/weekRanges/1/2/close	hours/weekRanges/1/2/closeHours	hours/weekRanges/1/2/open	hours/weekRanges/1/2/openHours	hours/weekRanges/2/0/close	hours/weekRanges/2/0/closeHours	hours/weekRanges/2/0/open	hours/weekRanges/2/0/openHours	hours/weekRanges/2/1/close	hours/weekRanges/2/1/closeHours	hours/weekRanges/2/1/open	hours/weekRanges/2/1/openHours	hours/weekRanges/2/2/close	hours/weekRanges/2/2/closeHours	hours/weekRanges/2/2/open	hours/weekRanges/2/2/openHours	hours/weekRanges/3/0/close	hours/weekRanges/3/0/closeHours	hours/weekRanges/3/0/open	hours/weekRanges/3/0/openHours	hours/weekRanges/3/1/close	hours/weekRanges/3/1/closeHours	hours/weekRanges/3/1/open	hours/weekRanges/3/1/openHours	hours/weekRanges/3/2/close	hours/weekRanges/3/2/closeHours	hours/weekRanges/3/2/open	hours/weekRanges/3/2/openHours	hours/weekRanges/4/0/close	hours/weekRanges/4/0/closeHours	hours/weekRanges/4/0/open	hours/weekRanges/4/0/openHours	hours/weekRanges/4/1/close	hours/weekRanges/4/1/closeHours	hours/weekRanges/4/1/open	hours/weekRanges/4/1/openHours	hours/weekRanges/4/2/close	hours/weekRanges/4/2/closeHours	hours/weekRanges/4/2/open	hours/weekRanges/4/2/openHours	hours/weekRanges/5/0/close	hours/weekRanges/5/0/closeHours	hours/weekRanges/5/0/open	hours/weekRanges/5/0/openHours	hours/weekRanges/5/1/close	hours/weekRanges/5/1/closeHours	hours/weekRanges/5/1/open	hours/weekRanges/5/1/openHours	hours/weekRanges/5/2/close	hours/weekRanges/5/2/closeHours	hours/weekRanges/5/2/open	hours/weekRanges/5/2/openHours	hours/weekRanges/6/0/close	hours/weekRanges/6/0/closeHours	hours/weekRanges/6/0/open	hours/weekRanges/6/0/openHours	hours/weekRanges/6/1/close	hours/weekRanges/6/1/closeHours	hours/weekRanges/6/1/open	hours/weekRanges/6/1/openHours	hours/weekRanges/6/2/close	hours/weekRanges/6/2/closeHours	hours/weekRanges/6/2/open	hours/weekRanges/6/2/openHours	id	image	input	isClaimedIcon	isClaimedText	isClosed	isLongClosed	isNearbyResult	latitude	localAddress	localName	locationString	longitude	mealTypes/0	mealTypes/1	mealTypes/2	mealTypes/3	mealTypes/4	mealTypes/5	menuWebUrl	name	numberOfReviews	openNowText	ownersTopReasons	ownersTopReasons/sectionHeader	ownersTopReasons/sponsoredBy	ownersTopReasons/topReasons/0/header	ownersTopReasons/topReasons/0/image_url	ownersTopReasons/topReasons/0/isSearchTerm	ownersTopReasons/topReasons/0/keyword	ownersTopReasons/topReasons/0/linkText	ownersTopReasons/topReasons/0/rank	ownersTopReasons/topReasons/0/review/rating	ownersTopReasons/topReasons/0/review/reviewId	ownersTopReasons/topReasons/0/review/screenName	ownersTopReasons/topReasons/0/text	ownersTopReasons/topReasons/1/header	ownersTopReasons/topReasons/1/image_url	ownersTopReasons/topReasons/1/isSearchTerm	ownersTopReasons/topReasons/1/keyword	ownersTopReasons/topReasons/1/linkText	ownersTopReasons/topReasons/1/rank	ownersTopReasons/topReasons/1/review/rating	ownersTopReasons/topReasons/1/review/reviewId	ownersTopReasons/topReasons/1/review/screenName	ownersTopReasons/topReasons/1/text	ownersTopReasons/topReasons/2/header	ownersTopReasons/topReasons/2/image_url	ownersTopReasons/topReasons/2/isSearchTerm	ownersTopReasons/topReasons/2/keyword	ownersTopReasons/topReasons/2/linkText	ownersTopReasons/topReasons/2/rank	ownersTopReasons/topReasons/2/review/rating	ownersTopReasons/topReasons/2/review/reviewId	ownersTopReasons/topReasons/2/review/screenName	ownersTopReasons/topReasons/2/text	phone	photoCount	photos/0	photos/1	photos/2	photos/3	photos/4	photos/5	photos/6	photos/7	photos/8	photos/9	photos/10	photos/11	photos/12	photos/13	photos/14	photos/15	photos/16	photos/17	photos/18	photos/19	photos/20	photos/21	photos/22	photos/23	photos/24	photos/25	photos/26	photos/27	photos/28	photos/29	photos/30	photos/31	photos/32	photos/33	photos/34	photos/35	photos/36	photos/37	photos/38	photos/39	photos/40	photos/41	photos/42	photos/43	photos/44	photos/45	photos/46	photos/47	photos/48	photos/49	photos/50	photos/51	photos/52	photos/53	photos/54	photos/55	photos/56	photos/57	photos/58	photos/59	photos/60	photos/61	photos/62	photos/63	photos/64	photos/65	photos/66	priceLevel	priceRange	rankingDenominator	rankingPosition	rankingString	rating	ratingHistogram/count1	ratingHistogram/count2	ratingHistogram/count3	ratingHistogram/count4	ratingHistogram/count5	rawRanking	reviewTags/0/reviews	reviewTags/0/text	reviewTags/1/reviews	reviewTags/1/text	reviewTags/2/reviews	reviewTags/2/text	reviewTags/3/reviews	reviewTags/3/text	reviewTags/4/reviews	reviewTags/4/text	reviewTags/5/reviews	reviewTags/5/text	reviewTags/6/reviews	reviewTags/6/text	reviewTags/7/reviews	reviewTags/7/text	reviewTags/8/reviews	reviewTags/8/text	reviewTags/9/reviews	reviewTags/9/text	reviewTags/10/reviews	reviewTags/10/text	reviewTags/11/reviews	reviewTags/11/text	reviewTags/12/reviews	reviewTags/12/text	reviewTags/13/reviews	reviewTags/13/text	reviewTags/14/reviews	reviewTags/14/text	reviewTags/15/reviews	reviewTags/15/text	reviewTags/16/reviews	reviewTags/16/text	reviewTags/17/reviews	reviewTags/17/text	reviewTags/18/reviews	reviewTags/18/text	reviewTags/19/reviews	reviewTags/19/text	reviewTags/20/reviews	reviewTags/20/text	reviewTags/21/reviews	reviewTags/21/text	subcategories/0	travelerChoiceAward	type	webUrl	website
"Avissawella-Hatton-Nuwara Eliya Hwy, Nuwara Eliya 22200 Sri Lanka"	Nuwara Eliya	Sri Lanka	22200		Avissawella-Hatton-Nuwara Eliya Hwy			608524	Nuwara Eliya	City		2467830	Central Province	Province		293961	Sri Lanka	Country	restaurant	Indian	Pizza	Cafe	Central Asian																																						Restaurants																									Asia/Colombo	1080	18:00	480	8:00									1080	18:00	480	8:00									1080	18:00	480	8:00									1080	18:00	480	8:00									1439	23:59	0	0:00									1439	23:59	0	0:00									1439	23:59	0	0:00									14870024	https://media-cdn.tripadvisor.com/media/photo-m/1280/14/09/d4/db/the-diplomatic-corner.jpg	Nuwara Eliya	FALSE		FALSE	FALSE	FALSE	6.95715			"Nuwara Eliya, Central Province"	80.77075	Breakfast	Lunch	Dinner					The Diplomatic Corner	0	Open Now																																		+94 77 987 7774	6	https://media-cdn.tripadvisor.com/media/photo-o/14/09/d4/d4/the-diplomatic-corner.jpg	https://media-cdn.tripadvisor.com/media/photo-o/14/09/d4/db/the-diplomatic-corner.jpg	https://media-cdn.tripadvisor.com/media/photo-o/14/09/d4/da/the-diplomatic-corner.jpg	https://media-cdn.tripadvisor.com/media/photo-o/14/09/d4/d6/the-diplomatic-corner.jpg	https://media-cdn.tripadvisor.com/media/photo-o/14/09/d4/d5/the-diplomatic-corner.jpg	https://media-cdn.tripadvisor.com/media/photo-o/14/09/d4/d3/the-diplomatic-corner.jpg																																																																				0	0	0	0	0																																																RESTAURANT	https://www.tripadvisor.com/Restaurant_Review-g608524-d14870024-Reviews-The_Diplomatic_Corner-Nuwara_Eliya_Central_Province.html	
"Chapel St, Nuwara Eliya 22200 Sri Lanka"	Nuwara Eliya	Sri Lanka	22200		Chapel St			608524	Nuwara Eliya	City		2467830	Central Province	Province		293961	Sri Lanka	Country	restaurant	Asian	Sri Lankan																																								Restaurants																																																																																																														16183465	https://media-cdn.tripadvisor.com/media/photo-o/16/86/42/f7/20190219-193337-largejpg.jpg	Nuwara Eliya	FALSE		FALSE	FALSE	FALSE	6.9767			"Nuwara Eliya, Central Province"	80.76544								Hotel 7 Days	1																																			+94 77 060 2042	6	https://media-cdn.tripadvisor.com/media/photo-o/16/86/42/f6/20190219-193414-largejpg.jpg	https://media-cdn.tripadvisor.com/media/photo-o/16/86/42/f7/20190219-193337-largejpg.jpg	https://media-cdn.tripadvisor.com/media/photo-o/16/86/42/f9/20190219-192629-largejpg.jpg	https://media-cdn.tripadvisor.com/media/photo-o/16/86/42/f8/20190219-193222-largejpg.jpg	https://media-cdn.tripadvisor.com/media/photo-o/16/86/42/f5/20190219-195056-largejpg.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/86/42/f9/20190219-192629-largejpg.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/86/42/f8/20190219-193222-largejpg.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/86/42/f7/20190219-193337-largejpg.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/86/42/f6/20190219-193414-largejpg.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/86/42/f5/20190219-195056-largejpg.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/83/6e/c6/hotel-7-days.jpg																																																											97	72	#72 of 97 Restaurants in Nuwara Eliya	4	0	0	0	1	0	3.011702299																																															RESTAURANT	https://www.tripadvisor.com/Restaurant_Review-g608524-d16183465-Reviews-Hotel_7_Days-Nuwara_Eliya_Central_Province.html	
"New Bazaar Road, Nuwara Eliya 22200 Sri Lanka"	Nuwara Eliya	Sri Lanka	22200		New Bazaar Road			608524	Nuwara Eliya	City		2467830	Central Province	Province		293961	Sri Lanka	Country	restaurant	Cafe	Fast Food	Asian	Sri Lankan																																						Restaurants																									Asia/Colombo	1260	21:00	480	8:00									1260	21:00	480	8:00									1260	21:00	480	8:00									1260	21:00	480	8:00									1260	21:00	480	8:00									1260	21:00	480	8:00									1260	21:00	480	8:00									19100509		Nuwara Eliya	FALSE		FALSE	FALSE	FALSE	6.97279			"Nuwara Eliya, Central Province"	80.76684	Breakfast	Lunch	Dinner					New Royal Cafe & Restaurant	1	Open Now																																		+94 52 2 222342	0																																																																						97	76	#76 of 97 Restaurants in Nuwara Eliya	2	0	1	0	0	0	2.910307646																																															RESTAURANT	https://www.tripadvisor.com/Restaurant_Review-g608524-d19100509-Reviews-New_Royal_Cafe_Restaurant-Nuwara_Eliya_Central_Province.html	
"No 6/A Badulla Road Ranasinghe Mawatha, Nuwara Eliya 22200 Sri Lanka"	Nuwara Eliya	Sri Lanka	22200		No 6/A Badulla Road	Ranasinghe Mawatha		608524	Nuwara Eliya	City		2467830	Central Province	Province		293961	Sri Lanka	Country	restaurant	Chinese	Indian	European	Asian	Sri Lankan	Arabic																																				Restaurants																																																																																																														12322124	https://media-cdn.tripadvisor.com/media/photo-o/0e/fe/e8/9c/amazing-food-and-hospitality.jpg	Nuwara Eliya	FALSE		FALSE	FALSE	FALSE	6.96381			"Nuwara Eliya, Central Province"	80.76569								La Cottage Boutique Hotel & Restuarant	7																																			+94 52 4 545345	11	https://media-cdn.tripadvisor.com/media/photo-o/0e/fe/e8/9c/amazing-food-and-hospitality.jpg	https://media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/be/lamp-cover-was-missing.jpg	https://media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/bc/lamp-cover-was-missing.jpg	https://media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/b7/the-bed-cover-is-very.jpg	https://media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/b3/carpet-is-very-dirty.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/bc/lamp-cover-was-missing.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/be/lamp-cover-was-missing.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/ae/the-cover-was-broken.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/a8/room-is-large-but-no.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/ab/the-cover-was-broken.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/a6/room-is-large-but-no.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/b7/the-bed-cover-is-very.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/6f/fd/b3/carpet-is-very-dirty.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/c4/3e/a4/c360-2017-07-03-06-22_rotated_270.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/c4/3e/a5/c360-2017-07-03-06-22.jpg																																																					$$ - $$$		97	70	#70 of 97 Restaurants in Nuwara Eliya	3.5	1	0	2	3	1	3.023900032																																													Sit down		RESTAURANT	https://www.tripadvisor.com/Restaurant_Review-g608524-d12322124-Reviews-La_Cottage_Boutique_Hotel_Restuarant-Nuwara_Eliya_Central_Province.html	
"No 2 Udapusselawa Road, Nuwara Eliya 22200 Sri Lanka"	Nuwara Eliya	Sri Lanka	22200		No 2 Udapusselawa Road			608524	Nuwara Eliya	City		2467830	Central Province	Province		293961	Sri Lanka	Country	restaurant	Italian	French	Indian	Irish	Brew Pub	Bar	Cafe	Seafood	Fast Food	European	Asian	Pub	Wine Bar	Street Food	Swedish	Sri Lankan	Arabic	Fruit parlours	Dining bars	Beer restaurants																						Bars & Pubs	Restaurants																								Asia/Colombo	1380	23:00	600	10:00									1380	23:00	600	10:00									1380	23:00	600	10:00									1380	23:00	600	10:00									1380	23:00	600	10:00									1380	23:00	600	10:00									1380	23:00	600	10:00									28006584		Nuwara Eliya	FALSE		FALSE	FALSE	FALSE	6.973561			"Nuwara Eliya, Central Province"	80.76755	Lunch	Dinner						Pub Nuwara Eliya	0	Open Now																																		+94 77 611 0664	0																																																																										0	0	0	0	0																																																RESTAURANT	https://www.tripadvisor.com/Restaurant_Review-g608524-d28006584-Reviews-Pub_Nuwara_Eliya-Nuwara_Eliya_Central_Province.html	https://www.instagram.com/pub_nuwaraeliya?igsh=d3hjmxc3exr2ndzo&utm_source=qr
"No 1 Badulla Road, Nuwara Eliya 22200 Sri Lanka"	Nuwara Eliya	Sri Lanka	22200		No 1 Badulla Road			608524	Nuwara Eliya	City		2467830	Central Province	Province		293961	Sri Lanka	Country	restaurant	Chinese	Indian	Asian																		The newly opened restaurant located at in front of Lake Gregory.																				royallakene@gmail.com	Restaurants																									Asia/Colombo	1320	22:00	480	8:00									1320	22:00	480	8:00									1320	22:00	480	8:00									1320	22:00	480	8:00									1320	22:00	480	8:00									1320	22:00	480	8:00									1320	22:00	480	8:00									14090023	https://media-cdn.tripadvisor.com/media/photo-o/26/75/b2/ed/seafood.jpg	Nuwara Eliya	TRUE		FALSE	FALSE	FALSE	6.958443			"Nuwara Eliya, Central Province"	80.77292	Breakfast	Lunch	Dinner					Royal Lake Restaurant	0	Open Now																																		+94 77 292 6450	12	https://media-cdn.tripadvisor.com/media/photo-o/26/75/05/f2/outdoor-dinning.jpg	https://media-cdn.tripadvisor.com/media/photo-o/26/75/b2/ee/noodles.jpg	https://media-cdn.tripadvisor.com/media/photo-o/26/75/b2/ed/seafood.jpg	https://media-cdn.tripadvisor.com/media/photo-o/26/75/b2/ec/snacks.jpg	https://media-cdn.tripadvisor.com/media/photo-o/26/75/b2/ea/fruits.jpg	https://media-cdn.tripadvisor.com/media/photo-o/26/75/b2/e9/seafood.jpg																																																														$$ - $$$		97	73	#73 of 97 Restaurants in Nuwara Eliya		0	0	0	0	0	3.004380465																																													Sit down		RESTAURANT	https://www.tripadvisor.com/Restaurant_Review-g608524-d14090023-Reviews-Royal_Lake_Restaurant-Nuwara_Eliya_Central_Province.html	
"No.109, Upper Lake Road Nesby, Nuwara Eliya 22200 Sri Lanka"	Nuwara Eliya	Sri Lanka	22200		"No.109, Upper Lake Road"	Nesby		608524	Nuwara Eliya	City		2467830	Central Province	Province		293961	Sri Lanka	Country	restaurant	Indian	Asian	Sri Lankan																																						info@royalpearlhills.lk	Restaurants																									Asia/Colombo	1439	23:59	0	0:00									1439	23:59	0	0:00									1439	23:59	0	0:00									1439	23:59	0	0:00									1439	23:59	0	0:00									1439	23:59	0	0:00									1439	23:59	0	0:00									27493171	https://media-cdn.tripadvisor.com/media/photo-s/2b/a9/9b/d0/caption.jpg	Nuwara Eliya	FALSE		FALSE	FALSE	FALSE	6.97078			"Nuwara Eliya, Central Province"	80.78286	Breakfast	Lunch	Dinner					Royal Pearl Hills (pvt) Ltd	1	Open Now																																		1522220808	46	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/cd/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/d2/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/d1/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/d0/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/cf/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ce/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/cc/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/cb/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ca/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/c9/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/b2/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/b1/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/b0/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/af/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ae/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ad/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ac/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ab/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/aa/caption.jpg	https://media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a9/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/cc/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/cd/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ca/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/cb/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/cf/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/d2/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/d0/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ce/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/c9/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/d1/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/8f/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/90/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/91/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/92/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/93/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/94/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/95/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/96/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/97/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/98/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/99/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/9a/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/9b/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/9c/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/9d/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/9e/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/9f/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a0/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a1/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a2/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a3/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a4/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a5/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a6/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a7/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a8/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/a9/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/aa/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ab/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ac/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ad/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/ae/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/af/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/b0/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/b1/caption.jpg	https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a9/9b/b2/caption.jpg				97	61	#61 of 97 Restaurants in Nuwara Eliya	5	0	0	0	0	1	3.04195714																																															RESTAURANT	https://www.tripadvisor.com/Restaurant_Review-g608524-d27493171-Reviews-Royal_Pearl_Hills_pvt_Ltd-Nuwara_Eliya_Central_Province.html	http://royalpearlhills.lk
"No 24,New bazar street Nuwara Eliya, 22200, Nuwara Eliya 22200 Sri Lanka"	Nuwara Eliya	Sri Lanka	22200		"No 24,New bazar street Nuwara Eliya, 22200"			608524	Nuwara Eliya	City		2467830	Central Province	Province		293961	Sri Lanka	Country	restaurant	Asian	Sri Lankan																																								Restaurants																																																																																																														26259874		Nuwara Eliya	FALSE		FALSE	FALSE	FALSE	6.968783			"Nuwara Eliya, Central Province"	80.76983								Milano Restaurant	1																																				0																																																																						97	63	#63 of 97 Restaurants in Nuwara Eliya	5	0	0	0	0	1	3.038276672																																															RESTAURANT	https://www.tripadvisor.com/Restaurant_Review-g608524-d26259874-Reviews-Milano_Restaurant-Nuwara_Eliya_Central_Province.html	
"No 265, Udapussallawa Road , Hawaeliya, Nuwara Eliya 22000 Sri Lanka"	Nuwara Eliya	Sri Lanka	22000		"No 265, Udapussallawa Road , Hawaeliya"			608524	Nuwara Eliya	City		2467830	Central Province	Province		293961	Sri Lanka	Country	restaurant	Chinese	Asian	Sri Lankan																																						vswijesiri@gmail.com	Restaurants																																																																																																														12135491	https://media-cdn.tripadvisor.com/media/photo-o/0e/6a/40/f8/rice-curry.jpg	Nuwara Eliya	TRUE		FALSE	FALSE	FALSE	6.970346			"Nuwara Eliya, Central Province"	80.78503								sinha Restaurant	3																																			+94 77 391 0089	7	https://media-cdn.tripadvisor.com/media/photo-o/0e/6a/40/f8/rice-curry.jpg	https://media-cdn.tripadvisor.com/media/photo-o/0e/6a/40/41/restaurant.jpg	https://media-cdn.tripadvisor.com/media/photo-o/0e/6a/40/f2/rice-curry.jpg	https://media-cdn.tripadvisor.com/media/photo-o/0e/66/36/46/restaurant.jpg	https://media-cdn.tripadvisor.com/media/photo-o/0e/66/35/d9/restaurant.jpg	https://media-cdn.tripadvisor.com/media/photo-o/0e/66/31/15/restaurant.jpg	https://media-cdn.tripadvisor.com/media/photo-o/0e/66/30/c0/restaurant.jpg																																																													$		97	67	#67 of 97 Restaurants in Nuwara Eliya	4	0	0	0	3	0	3.0300529																																													Fast food		RESTAURANT	https://www.tripadvisor.com/Restaurant_Review-g608524-d12135491-Reviews-Sinha_Restaurant-Nuwara_Eliya_Central_Province.html	
"Uda Pusselawa Road Very close to Lovers' Leap Road intersection, Nuwara Eliya 22200 Sri Lanka"	Nuwara Eliya	Sri Lanka	22200		Uda Pusselawa Road	Very close to Lovers' Leap Road intersection		608524	Nuwara Eliya	City		2467830	Central Province	Province		293961	Sri Lanka	Country	restaurant																																										Restaurants																																																																																																														20106173		Nuwara Eliya	FALSE		FALSE	FALSE	FALSE	6.97175			"Nuwara Eliya, Central Province"	80.78148								Hotel Runs Restaurant	1																																			+94 77 100 0235	0																																																																						97	69	#69 of 97 Restaurants in Nuwara Eliya	5	0	0	0	0	1	3.025085211																																															RESTAURANT	https://www.tripadvisor.com/Restaurant_Review-g608524-d20106173-Reviews-Hotel_Runs_Restaurant-Nuwara_Eliya_Central_Province.html	
